lng1,lat1,lng2,lat2
144.44993477,-6.62414046,129.1351987,35.1668896
-58.29551057,-23.38564782,129.1351987,35.1668896
-76.15772412,-8.50205247,129.1351987,35.1668896
121.77401700,12.82361200,129.1351987,35.1668896
-128.32423730,-24.37673925,129.1351987,35.1668896
19.33190957,52.10117636,129.1351987,35.1668896
-8.03768042,39.44879136,129.1351987,35.1668896
-66.59015100,18.21963053,129.1351987,35.1668896
51.24431480,25.24551555,129.1351987,35.1668896
127.51424646,36.56344139,129.1351987,35.1668896
28.54018109,47.10710437,129.1351987,35.1668896
55.53638200,-21.11480084,129.1351987,35.1668896
25.21945155,45.56450023,129.1351987,35.1668896
102.41837137,57.96812298,129.1351987,35.1668896
29.94255855,-1.98589079,129.1351987,35.1668896
-62.83376215,17.90042417,129.1351987,35.1668896
-12.27768580,-37.10521846,129.1351987,35.1668896
-62.76411725,17.33453669,129.1351987,35.1668896
-60.97889500,13.90938495,129.1351987,35.1668896
-63.05019106,18.07637107,129.1351987,35.1668896
-56.31590200,46.88469499,129.1351987,35.1668896
-61.19709800,13.25276143,129.1351987,35.1668896
-172.45207363,-13.57998954,129.1351987,35.1668896
12.45777700,43.94223356,129.1351987,35.1668896
6.59935809,0.23381910,129.1351987,35.1668896
42.88190638,24.16687314,129.1351987,35.1668896
-14.68306489,14.43579003,129.1351987,35.1668896
20.29725084,44.06736041,129.1351987,35.1668896
55.49061371,-4.68053204,129.1351987,35.1668896
-11.93368759,8.45575589,129.1351987,35.1668896
103.83323559,1.33873261,129.1351987,35.1668896
-63.05616320,18.04433885,129.1351987,35.1668896
19.75396564,48.66923253,129.1351987,35.1668896
14.99546300,46.14315048,129.1351987,35.1668896
160.15619400,-9.64554280,129.1351987,35.1668896
45.27676444,2.87224619,129.1351987,35.1668896
24.50856092,-27.17706863,129.1351987,35.1668896
-36.67305304,-54.38130284,129.1351987,35.1668896
30.15342434,7.91320803,129.1351987,35.1668896
-3.67089492,39.87299401,129.1351987,35.1668896
80.83772497,7.61264985,129.1351987,35.1668896
30.37145459,15.96646839,129.1351987,35.1668896
-55.93988238,4.26470865,129.1351987,35.1668896
18.99010622,77.92215764,129.1351987,35.1668896
16.73188991,61.42370427,129.1351987,35.1668896
8.22751200,46.81010721,129.1351987,35.1668896
38.66723516,34.71097430,129.1351987,35.1668896
121.10884043,23.71891402,129.1351987,35.1668896
71.23215769,38.68075124,129.1351987,35.1668896
101.38805881,14.60009810,129.1351987,35.1668896
125.99671404,-8.88926365,129.1351987,35.1668896
0.86049757,8.68089206,129.1351987,35.1668896
-171.83981693,-9.16682644,129.1351987,35.1668896
-175.19824200,-21.17890075,129.1351987,35.1668896
-61.22250300,10.43241863,129.1351987,35.1668896
9.71878341,33.88431940,129.1351987,35.1668896
36.28703317,38.27069555,129.1351987,35.1668896
59.06190323,38.94915421,129.1351987,35.1668896
-71.79654471,21.72816866,129.1351987,35.1668896
179.13310944,-8.45968122,129.1351987,35.1668896
32.44409759,1.54760620,129.1351987,35.1668896
31.10516920,48.89358596,129.1351987,35.1668896
53.62261227,24.64324405,129.1351987,35.1668896
-2.72184767,53.36540813,129.1351987,35.1668896
34.85587302,-6.37551085,129.1351987,35.1668896
177.98631092,19.46305694,129.1351987,35.1668896
-102.39256450,37.66895362,129.1351987,35.1668896
-64.77411410,18.01000938,129.1351987,35.1668896
-55.76583300,-32.49342987,129.1351987,35.1668896
62.62970960,41.30829147,129.1351987,35.1668896
166.95916000,-15.37256614,129.1351987,35.1668896
-65.94152264,5.98477766,129.1351987,35.1668896
107.14012804,17.19931699,129.1351987,35.1668896
-64.77411010,17.67004187,129.1351987,35.1668896
-178.11649800,-14.29378486,129.1351987,35.1668896
-13.67683563,24.79324356,129.1351987,35.1668896
47.60453676,15.60865453,129.1351987,35.1668896
28.33274444,-13.01812188,129.1351987,35.1668896
30.18758584,-19.00784952,129.1351987,35.1668896
